3495.35	20
3494.08	36.5789
3492.81	50.7368
3491.53	25.2105
3490.26	47.4737
3488.99	28.7368
3487.71	57.8421
3486.44	51.5263
3485.17	60.8947
3483.89	41.2632
3482.62	45.1053
3481.34	35.7895
3480.06	66.3158
3478.79	51.1053
3477.51	56.4211
3476.24	62.6316
3474.96	38.9474
3473.68	65.3158
3472.4	39
3471.13	63.7368
3469.85	61.2105
3468.57	79.6842
3467.29	76.7368
3466.01	76.1579
3464.73	51.6842
3463.45	54.3684
3462.17	84.6842
3460.89	81.8421
3459.61	67.3158
3458.33	63.5789
3457.04	73.5263
3455.76	68.2632
3454.48	85.6316
3453.2	81.1053
3451.91	98.3684
3450.63	98.3158
3449.35	86.1053
3448.06	71.1053
3446.78	95.3158
3445.49	93.5789
3444.21	102.895
3442.92	79.5789
3441.64	101.211
3440.35	112.579
3439.07	107.263
3437.78	116.579
3436.49	99.7368
3435.2	123.158
3433.92	93.3158
3432.63	125.947
3431.34	104.895
3430.05	125.842
3428.76	109.263
3427.47	123.789
3426.18	125.526
3424.89	127.789
3423.6	113.579
3422.31	115.789
3421.02	113.579
3419.73	123.158
3418.44	123.842
3417.14	132.737
3415.85	134.421
3414.56	127.263
3413.27	132.737
3411.97	154.053
3410.68	126.474
3409.39	128.895
3408.09	145.105
3406.8	149.737
3405.5	132.895
3404.2	147.947
3402.91	149.895
3401.61	147.158
3400.32	147.526
3399.02	148.526
3397.72	140.158
3396.42	159.526
3395.13	155.895
3393.83	162.526
3392.53	163.842
3391.23	164.263
3389.93	165.263
3388.63	178.211
3387.33	159.842
3386.03	140.789
3384.73	163.632
3383.43	169.579
3382.13	180.368
3380.83	177.421
3379.53	160.632
3378.22	150.526
3376.92	175.632
3375.62	161.053
3374.32	165.842
3373.01	176.737
3371.71	189.053
3370.4	168.263
3369.1	173.211
3367.79	174.263
3366.49	157
3365.18	159.158
3363.88	172.947
3362.57	178.421
3361.26	156.895
3359.96	181.263
3358.65	178.474
3357.34	196.053
3356.03	169.421
3354.73	174
3353.42	191.211
3352.11	173.105
3350.8	178.684
3349.49	184.526
3348.18	194.368
3346.87	187.842
3345.56	190.579
3344.25	169.421
3342.93	196.421
3341.62	187.421
3340.31	203.316
3339	211.211
3337.69	184.789
3336.37	191.632
3335.06	207.947
3333.74	227.105
3332.43	187.947
3331.12	218.684
3329.8	217.053
3328.49	210.895
3327.17	206.474
3325.86	205.158
3324.54	195.632
3323.22	211.737
3321.91	217.632
3320.59	221.421
3319.27	207
3317.95	208.421
3316.63	205.421
3315.32	211.421
3314	218
3312.68	209.632
3311.36	220.211
3310.04	215.211
3308.72	208
3307.4	194.053
3306.08	205.737
3304.75	209.526
3303.43	204.421
3302.11	198.579
3300.79	201.684
3299.47	218
3298.14	225.211
3296.82	215.474
3295.5	221.842
3294.17	219.684
3292.85	228.684
3291.52	223.842
3290.2	231.842
3288.87	225.158
3287.55	221.263
3286.22	240.158
3284.89	231.737
3283.57	237.842
3282.24	234.789
3280.91	239.632
3279.58	242.632
3278.26	252.895
3276.93	228.842
3275.6	262.842
3274.27	274.474
3272.94	271.474
3271.61	269.368
3270.28	267.737
3268.95	254.737
3267.62	273.368
3266.29	275.632
3264.96	294.158
3263.62	309.368
3262.29	299.474
3260.96	308.632
3259.63	309.947
3258.29	279.842
3256.96	319.368
3255.62	306.526
3254.29	317.632
3252.95	310.316
3251.62	308.737
3250.28	320.947
3248.95	329.684
3247.61	318.895
3246.28	331.421
3244.94	346.684
3243.6	331.316
3242.26	350.316
3240.93	343.474
3239.59	336.368
3238.25	346
3236.91	327.316
3235.57	338.421
3234.23	344.368
3232.89	347.421
3231.55	342.474
3230.21	349.579
3228.87	363.211
3227.53	331.263
3226.19	342.263
3224.85	352.579
3223.5	330
3222.16	363.632
3220.82	353.158
3219.47	356.263
3218.13	350.053
3216.79	367.211
3215.44	352.053
3214.1	353.053
3212.75	365.316
3211.41	360.579
3210.06	360.211
3208.71	349.526
3207.37	342.158
3206.02	372.526
3204.67	374.579
3203.33	359.053
3201.98	365.579
3200.63	342.579
3199.28	364.579
3197.93	361.947
3196.58	376.368
3195.23	353
3193.88	364.316
3192.53	345.474
3191.18	355.895
3189.83	360.895
3188.48	364.105
3187.13	360.526
3185.78	349.579
3184.42	374.789
3183.07	346.053
3181.72	380.632
3180.36	362.316
3179.01	362.895
3177.66	367.421
3176.3	363.421
3174.95	359.895
3173.59	361.737
3172.24	353.789
3170.88	363.474
3169.52	349.211
3168.17	357
3166.81	352.684
3165.45	348.579
3164.1	359.421
